ID,FARE
1,52.68547404604236
2,32.276723726600785
3,139.4283032327829
4,45.34562194326721
5,44.970108341922376
6,278.47520420061636
7,401.8914338894494
8,34.040539209177325
9,175.2675504289346
10,48.039794630976004
11,86.81734195761503
12,281.7358027792301
13,131.8912455383102
14,68.4892672223158
15,44.54535542708415
16,44.79377308159606
17,381.71564188292865
18,114.05619418549848
19,433.4940338426826
20,58.75636693137401
21,86.90633408900777
22,119.42861970914915
23,50.3428515240298
24,250.50761190852936
25,402.0586011667013
26,83.19067086379322
27,77.7607578772382
28,989.2070395326186
29,152.59338547782562
30,54.10226951241586
31,505.629651330178
32,587.2831902973129
33,100.31917792864336
34,414.6392957067875
35,119.59463155840113
36,78.87498435037055
37,95.83832431452207
38,103.27223850321657
39,50.98496060745247
40,54.73996089725787
41,394.9310798037637
42,634.778169614943
43,91.45027954287951
44,35.626369179531146
45,204.62260285244616
46,70.46608747338347
47,43.277487635636454
48,510.28360410937626
49,110.30471378048486
50,30.414259219051544
51,578.9517596919711
52,153.44879259982818
53,56.50715417014482
54,800.0178515970936
55,76.77416981150904
56,155.35798275006357
57,45.34562194326721
58,1250.0985763330498
59,265.88999692580063
60,589.9340219403484
61,54.22440883273374
62,29.060990432490573
63,71.00643527686307
64,56.146198382334624
65,216.6105174703571
66,45.40234278795167
67,30.994783345497677
68,61.96431052006853
69,357.1162465826627
70,88.63499096625559
71,769.432557125728
72,68.63099015431396
73,1176.864057020137
74,296.36265499343153
75,87.54967162777412
76,30.367525635626148
77,64.67459538069716
78,96.62598196251732
79,63.34810216244864
80,493.3017924820623
81,584.9231350348508
82,82.17493410156503
83,418.37326467652866
84,47.472573530640865
85,600.2216444640219
86,68.52652217834539
87,103.81816203829788
88,1143.314181309237
89,130.74899070463496
90,264.9850071991167
91,88.58579000728766
92,1118.041191246965
93,848.3877554753121
94,66.5217574031375
95,37.77053960418805
96,46.96837625939723
97,532.94262653502
98,63.10271977878667
99,1052.8125788582201
100,750.0780341235649
101,406.9654372561682
102,789.796883988327
103,830.9821449130203
104,44.924351802713645
105,67.30381278050051
106,429.89314962339466
107,70.02226505694706
108,575.5416660679842
109,428.02998438032233
110,78.74315439408379
111,93.8090938156549
112,168.01613189866666
113,49.197429392926765
114,172.9647098215831
115,60.47429050905251
116,65.88441854116851
117,50.76127530719171
118,60.81946075960595
119,359.8322308986904
120,412.1877209405501
121,174.66416758808555
122,58.52659732890082
123,550.9963533641306
124,132.51684247312778
125,728.1799697326737
126,68.87829317359434
127,38.25106065499211
128,54.47644853617759
129,494.9154413880695
130,105.6541565176935
131,529.6322918667522
132,141.77603992350134
133,923.551117997219
134,195.11954310827232
135,93.11642774080627
136,531.0573836907492
137,78.74143811875487
138,145.28461087326647
139,511.05372672109877
140,56.46673400589141
141,440.8789543637214
142,46.04653760814802
143,54.21892241512488
144,94.7701328607626
145,43.39356357321013
146,31.68191814631456
147,427.3053020573463
148,661.9312601268851
149,69.63226812800292
150,378.8337606211211
151,67.42130476311634
152,46.34013102943042
153,677.0332573335786
154,248.01754524252166
155,74.6718997599531
156,392.7722738208721
157,766.7931270620143
158,112.58680496630694
159,277.05509168290433
160,1104.2964209648792
161,83.97843230257367
162,79.94606346814747
163,38.275329889962016
164,42.8396250188092
165,631.2387990752002
166,261.2191164681889
167,768.7530619403628
168,56.24606446931685
169,987.0084273122194
170,454.1748473320082
171,449.5621425091922
172,407.02252081997364
173,62.78695178595574
174,32.854895559877
175,77.32390744011414
176,51.52737092785693
177,372.99493176781147
178,883.2126431037376
179,58.32581993635441
180,33.47568675815049
181,710.0473897184885
182,87.2000698236509
183,78.16467159825346
184,134.43641498000633
185,86.07404737160427
186,555.70193597934
187,387.3946372485092
188,543.2826471232551
189,334.88236402175505
190,360.8190349335191
191,30.315780445372212
192,490.6005291040596
193,110.5618950009988
194,47.807196674021625
195,860.3178134132769
196,46.916149761940304
197,59.51287224920986
198,400.53177624504576
199,54.5360790418533
200,135.64114774429495
201,58.041970953511985
202,89.74089156386944
203,161.72543241341535
204,35.96355742220143
205,59.85944240226032
